typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.343217
1,1334,0,0.0,0.29841098
2,345,55,0.15942028985507245,0.37900805
3,1870,0,0.0,0.35267392
4,394,53,0.13451776649746192,0.37715086
5,656,1,0.001524390243902439,0.35104278
6,529,0,0.0,0.37294075
7,338,0,0.0,0.34128973
8,382,0,0.0,0.34572428
9,364,0,0.0,0.36807516
10,506,0,0.0,0.3660053
11,54,1,0.018518518518518517,0.32127324
12,945,0,0.0,0.36686265
13,250,0,0.0,0.3548724
14,383,1,0.0026109660574412533,0.35071924
15,354,0,0.0,0.3615183
16,237,0,0.0,0.3689805
