window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0006293655551164114,1.046536629031496,0.0,5,5,312,500388,0.000623516151466462
2,0.0009449536939341241,1.173390714126084,0.0,5,5,408,507472,0.0008039852445061008
3,0.000947239711360166,1.0403226817037967,0.0,5,5,459,491236,0.0009343777736159402
4,0.0009737153571744407,1.1735229729213272,0.0,5,5,413,499629,0.0008266133471035508
5,0.0018236956069049473,1.96566524871949,0.008,5,5,482,497321,0.0009691929357497471
6,0.0007960097234348994,0.9570139488239349,0.0,5,5,421,505959,0.0008320832320405408
7,0.00122211426040772,1.1459992769564245,0.0,5,5,596,547138,0.0010893047092324058
8,0.0010886530745778252,1.1936494293847268,0.0,5,5,482,526673,0.000915178868102219
9,0.0013277674561528658,1.2119266000475561,0.0,5,5,544,495315,0.0010982909865439165
10,0.0011612755801288992,1.2417735676804909,0.0,5,5,475,505184,0.0009402514727307278
11,0.0019992976741085673,1.6573743838568578,0.0,5,5,632,515285,0.001226505720135459
12,0.001581062850064923,1.3133116725559355,0.0,5,5,604,498187,0.0012123961484342225
13,0.0021761116091061723,2.398752708403008,0.004,5,5,456,506042,0.0009011109749783615
14,0.0042095905759657794,3.139325115415971,0.02,5,5,715,500442,0.0014287369964950984
15,0.028244020483124972,23.680941657968873,0.11600000000000002,5,5,564,514294,0.001096648998432803
16,0.026828845615872277,17.827016268658962,0.128,5,5,683,500676,0.0013641556615455904
17,0.016137117960436275,14.988528538174625,0.05600000000000001,5,5,502,491869,0.001020596947561241
18,0.017114938275979458,10.55237776152913,0.048,5,5,668,413460,0.0016156339186378368
