typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3466978
1,1334,0,0.0,0.30269608
2,345,62,0.17971014492753623,0.3752489
3,1870,0,0.0,0.35679534
4,394,31,0.07868020304568528,0.37385446
5,656,1,0.001524390243902439,0.3536832
6,529,0,0.0,0.37185562
7,338,0,0.0,0.3446318
8,382,0,0.0,0.3484144
9,364,0,0.0,0.3704811
10,506,0,0.0,0.36535522
11,54,1,0.018518518518518517,0.32214525
12,945,0,0.0,0.3676423
13,250,0,0.0,0.35261998
14,383,1,0.0026109660574412533,0.35505286
15,354,0,0.0,0.36467692
16,237,0,0.0,0.37273335
