typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.32961425
1,1334,0,0.0,0.2950157
2,345,18,0.05217391304347826,0.3296628
3,1870,0,0.0,0.34564623
4,394,10,0.025380710659898477,0.33839378
5,656,1,0.001524390243902439,0.34734136
6,529,0,0.0,0.3644446
7,338,0,0.0,0.3406717
8,382,0,0.0,0.3403503
9,364,0,0.0,0.36979416
10,506,0,0.0,0.36335218
11,54,1,0.018518518518518517,0.34369186
12,945,0,0.0,0.35051405
13,250,0,0.0,0.35506356
14,383,0,0.0,0.35206354
15,354,1,0.002824858757062147,0.35728398
16,237,1,0.004219409282700422,0.36174288
