window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0006293655005848489,1.0465365441837826,0.0,5,5,312,500388,0.000623516151466462
2,0.0009449537495965667,1.17339077949351,0.0,5,5,408,507472,0.0008039852445061008
3,0.0009472396537079212,1.0403227949941927,0.0,5,5,459,491236,0.0009343777736159402
4,0.0009730227506494864,1.1726935044082416,0.0,5,5,413,499629,0.0008266133471035508
5,0.0016410232004528615,1.762882903716741,0.008,5,5,482,497321,0.0009691929357497471
6,0.0007932183442894636,0.9545077283442721,0.0,5,5,421,505959,0.0008320832320405408
7,0.0012177134460848048,1.1422499069540337,0.0,5,5,596,547138,0.0010893047092324058
8,0.0010873292590775963,1.1950638597784644,0.0,5,5,482,526673,0.000915178868102219
9,0.0013344185795020839,1.2202019193572458,0.0,5,5,544,495315,0.0010982909865439165
10,0.0011899338362434428,1.2788453588309296,0.0,5,5,475,505184,0.0009402514727307278
11,0.0020407431954259235,1.6867247201756168,0.0,5,5,632,515285,0.001226505720135459
12,0.005698292600458966,5.751207387935965,0.028000000000000004,5,5,604,498187,0.0012123961484342225
13,0.0023061060612646167,2.521953549644448,0.012,5,5,456,506042,0.0009011109749783615
14,0.027441322962389252,20.657586083372994,0.08399999999999999,5,5,715,500442,0.0014287369964950984
15,0.03432603576790673,28.324910671452425,0.11200000000000002,5,5,564,514294,0.001096648998432803
16,0.033099831049013095,21.259433810161102,0.128,5,5,683,500676,0.0013641556615455904
17,0.027129162101304793,24.862907287718343,0.064,5,5,502,491869,0.001020596947561241
18,0.014505063132779158,9.009922656016709,0.05600000000000001,5,5,668,413460,0.0016156339186378368
