typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34937128
1,1334,0,0.0,0.30820605
2,345,75,0.21739130434782608,0.3838594
3,1870,0,0.0,0.3599945
4,394,46,0.116751269035533,0.37762737
5,656,1,0.001524390243902439,0.35376072
6,529,0,0.0,0.3704988
7,338,0,0.0,0.34500128
8,382,0,0.0,0.3484079
9,364,0,0.0,0.37001696
10,506,0,0.0,0.3673129
11,54,1,0.018518518518518517,0.32729766
12,945,0,0.0,0.3689246
13,250,0,0.0,0.35387215
14,383,1,0.0026109660574412533,0.3555459
15,354,0,0.0,0.36488423
16,237,0,0.0,0.37555742
