typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34483936
1,1334,0,0.0,0.3045141
2,345,38,0.11014492753623188,0.37701282
3,1870,0,0.0,0.35796556
4,394,29,0.07360406091370558,0.37832826
5,656,1,0.001524390243902439,0.3519934
6,529,0,0.0,0.36998078
7,338,0,0.0,0.34414464
8,382,0,0.0,0.34882498
9,364,0,0.0,0.36945975
10,506,0,0.0,0.36604258
11,54,1,0.018518518518518517,0.32166255
12,945,0,0.0,0.36632615
13,250,0,0.0,0.34882104
14,383,1,0.0026109660574412533,0.35295188
15,354,0,0.0,0.3645564
16,237,0,0.0,0.37032956
