typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.37912697
1,1334,5,0.0037481259370314842,0.37208787
2,345,10,0.028985507246376812,0.38056543
3,1870,2,0.0010695187165775401,0.37885365
4,394,11,0.027918781725888325,0.38256595
5,656,0,0.0,0.36419645
6,529,0,0.0,0.37380707
7,338,1,0.0029585798816568047,0.3453117
8,382,0,0.0,0.34267083
9,364,1,0.0027472527472527475,0.37547907
10,506,0,0.0,0.3955831
11,54,0,0.0,0.31890273
12,945,1,0.0010582010582010583,0.3807095
13,250,1,0.004,0.34652835
14,383,0,0.0,0.35060123
15,354,0,0.0,0.38495606
16,237,0,0.0,0.41334903
