typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3701404
1,1334,5,0.0037481259370314842,0.36456293
2,345,10,0.028985507246376812,0.37545207
3,1870,2,0.0010695187165775401,0.36938453
4,394,12,0.030456852791878174,0.37988502
5,656,0,0.0,0.35643405
6,529,0,0.0,0.36841956
7,338,1,0.0029585798816568047,0.34265196
8,382,0,0.0,0.3409721
9,364,1,0.0027472527472527475,0.36899215
10,506,0,0.0,0.377903
11,54,0,0.0,0.3132433
12,945,1,0.0010582010582010583,0.37477994
13,250,1,0.004,0.34366894
14,383,0,0.0,0.34821644
15,354,0,0.0,0.37562996
16,237,0,0.0,0.39229417
