client,auprc,ap_lift,positives,transactions,prevalence
0,0.0012586435053736137,1.2573710760686194,1826,1824154,0.0010010119759625558
1,0.0013711703713340344,1.2638893867941927,1963,1809414,0.0010848816246585911
2,0.0013071580836108395,1.225735227146298,1907,1788213,0.0010664277689514615
3,0.001252276284748683,1.230910820013105,1827,1795829,0.0010173574432755011
4,0.0022904296698849818,2.2839176888556914,1804,1798871,0.001002851232801018
