typ,positives,captured,capture_rate,mean_score
0,932,2,0.002145922746781116,0.41293025
1,1334,2,0.0014992503748125937,0.4064424
2,345,22,0.06376811594202898,0.45506415
3,1870,1,0.0005347593582887701,0.4150712
4,394,7,0.017766497461928935,0.43753308
5,656,0,0.0,0.41246596
6,529,1,0.001890359168241966,0.42617226
7,338,0,0.0,0.40370825
8,382,0,0.0,0.37023997
9,364,0,0.0,0.41843125
10,506,0,0.0,0.45776808
11,54,0,0.0,0.32620913
12,945,15,0.015873015873015872,0.43058503
13,250,0,0.0,0.37722304
14,383,2,0.005221932114882507,0.38676322
15,354,0,0.0,0.43985012
16,237,0,0.0,0.45438024
