typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3653137
1,1334,2,0.0014992503748125937,0.36862478
2,345,44,0.12753623188405797,0.39779434
3,1870,1,0.0005347593582887701,0.35895035
4,394,19,0.048223350253807105,0.38612893
5,656,0,0.0,0.34875864
6,529,0,0.0,0.3728362
7,338,0,0.0,0.34539586
8,382,0,0.0,0.33610043
9,364,0,0.0,0.37228215
10,506,0,0.0,0.36869597
11,54,0,0.0,0.2825416
12,945,4,0.004232804232804233,0.37372562
13,250,0,0.0,0.33080503
14,383,2,0.005221932114882507,0.3563851
15,354,0,0.0,0.3638698
16,237,0,0.0,0.36965328
