typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3732498
1,1334,2,0.0014992503748125937,0.3749277
2,345,35,0.10144927536231885,0.4073393
3,1870,1,0.0005347593582887701,0.36830384
4,394,17,0.04314720812182741,0.3946963
5,656,0,0.0,0.35937652
6,529,0,0.0,0.38172555
7,338,0,0.0,0.35511458
8,382,0,0.0,0.34179038
9,364,0,0.0,0.37997365
10,506,0,0.0,0.38354135
11,54,0,0.0,0.28981954
12,945,6,0.006349206349206349,0.3832022
13,250,0,0.0,0.3385414
14,383,2,0.005221932114882507,0.3614481
15,354,0,0.0,0.3765332
16,237,0,0.0,0.38377446
