typ,positives,captured,capture_rate,mean_score
0,932,117,0.1255364806866953,0.40657103
1,1334,17,0.012743628185907047,0.3500766
2,345,15,0.043478260869565216,0.4077365
3,1870,4,0.0021390374331550803,0.38649687
4,394,25,0.06345177664974619,0.41161513
5,656,2,0.003048780487804878,0.38211557
6,529,6,0.011342155009451797,0.3992359
7,338,2,0.005917159763313609,0.36723015
8,382,2,0.005235602094240838,0.35375875
9,364,1,0.0027472527472527475,0.40412766
10,506,3,0.005928853754940711,0.40949777
11,54,0,0.0,0.35884297
12,945,32,0.033862433862433865,0.41020548
13,250,1,0.004,0.38484126
14,383,7,0.018276762402088774,0.36890283
15,354,0,0.0,0.4043661
16,237,4,0.016877637130801686,0.41752526
