typ,positives,captured,capture_rate,mean_score
0,932,102,0.10944206008583691,0.3841988
1,1334,4,0.0029985007496251873,0.29387024
2,345,15,0.043478260869565216,0.3800683
3,1870,2,0.0010695187165775401,0.3526715
4,394,18,0.04568527918781726,0.38745776
5,656,3,0.004573170731707317,0.35868874
6,529,2,0.003780718336483932,0.37847942
7,338,1,0.0029585798816568047,0.34472093
8,382,1,0.002617801047120419,0.34173745
9,364,1,0.0027472527472527475,0.38700557
10,506,3,0.005928853754940711,0.37548438
11,54,0,0.0,0.3489927
12,945,33,0.03492063492063492,0.38672322
13,250,6,0.024,0.37198523
14,383,9,0.02349869451697128,0.3579376
15,354,0,0.0,0.376303
16,237,8,0.03375527426160337,0.38690066
