client,auprc,ap_lift,positives,transactions,prevalence
0,0.0015311180364299196,1.3929919943325144,2042,1857786,0.0010991578147321597
1,0.007677667535179418,6.9786405090034025,1966,1787002,0.0011001666478269191
2,0.003724662471512068,3.8995799440917147,1709,1789258,0.0009551445347736324
3,0.0009669308819613993,1.531434297743055,1097,1737439,0.0006313890732278947
4,0.0020051620155177186,1.4721511730927692,2513,1844996,0.0013620625735773953
