window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0016680856584181992,2.4086591779385755,0.0,5,5,408,754449,0.0005407920217271148
2,0.03016867325789842,13.742860049614228,0.064,5,5,391,207382,0.0018854095340964981
3,0.03912544987874088,17.70690059343618,0.088,5,5,407,207430,0.0019621076989827894
4,0.02828822689100303,24.971507843332823,0.088,5,5,471,482650,0.0009758624261887496
5,0.05281468111458619,43.930226262692166,0.152,5,5,531,482089,0.0011014563700893403
6,0.027575699978733083,25.795052754285756,0.1,5,5,497,482751,0.001029516251649401
7,0.04709864720751541,39.692719253058534,0.13999999999999999,5,5,539,482773,0.0011164667452405169
8,0.03174941358715531,35.7336478454429,0.132,5,5,514,654467,0.0007853719133279447
9,0.05734463933317206,28.050089892316358,0.11600000000000002,5,5,442,208325,0.002121684867394696
