client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
4,2,5,1.0,1,17,1,0.058823529411764705
4,2,5,1.0,3,55,1,0.01818181818181818
4,2,5,1.0,-1,89,1,0.011235955056179775
1,2,7,2.0,1,25,1,0.04
1,2,7,2.0,3,54,1,0.018518518518518517
1,2,7,2.0,-1,54,1,0.018518518518518517
