client,auprc,ap_lift,positives,transactions,prevalence
0,0.0010698901198946857,1.051705478525709,1839,1807743,0.0010172906215098053
1,0.0011476015439668688,1.0583263830368184,1950,1798304,0.0010843550367457338
2,0.001195352661586585,1.0509454604074895,2085,1833117,0.0011374069412917998
3,0.001088900281678437,1.1657823726190486,1672,1790052,0.0009340510778457833
4,0.0009204106275672499,0.8816162567965296,1866,1787350,0.0010440036926175622
