window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.000926250585984691,1.414118304478539,0.0,5,5,314,500390,0.0006275105417774136
2,0.000845721269199029,0.9832536326788113,0.0,5,5,431,507495,0.0008492694509305511
3,0.0007612861895133274,0.8702740801178172,0.0,5,5,424,491201,0.0008631904251009261
4,0.0007605203389263975,0.9113100521187277,0.0,5,5,415,499631,0.0008306129923883826
5,0.000880042200484089,0.9539935040425043,0.0,5,5,459,497298,0.0009229878262128542
6,0.0007590591277595544,0.942743070615528,0.0,5,5,410,505948,0.0008103599579403417
7,0.0011633714573770926,1.0436209371366796,0.0,5,5,611,547153,0.0011166894817354561
8,0.0009579288767468261,1.083446871107355,0.0,5,5,469,526660,0.0008905176014886264
9,0.0011920667333532651,1.0613144387796862,0.0,5,5,560,495331,0.0011305571425975762
10,0.001154335192769758,1.2584437747523416,0.0,5,5,469,505178,0.0009283856383294601
11,0.0015734599680372681,1.279513000462777,0.0,5,5,633,515286,0.0012284440097344
12,0.0016257972124272154,1.427968687460542,0.0,5,5,615,498198,0.0012344489540303252
13,0.0014725753999076533,1.7807226336825543,0.0,5,5,447,506033,0.000883341600251367
14,0.002669334542312862,1.9860695853859576,0.004,5,5,699,500426,0.0013968099179499068
15,0.002188935297607844,2.085884884443579,0.0,5,5,565,514295,0.0010985912754353047
16,0.006012439781618562,5.180088681071285,0.024,5,5,700,500693,0.0013980622856720585
17,0.00224826374907156,2.159360944968447,0.004,5,5,524,491891,0.0010652766568203119
18,0.007354904667116113,4.84607912339603,0.032,5,5,667,413459,0.0016132192067411762
