typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3586729
1,1334,6,0.004497751124437781,0.32950878
2,345,18,0.05217391304347826,0.37504032
3,1870,0,0.0,0.36000118
4,394,18,0.04568527918781726,0.3895737
5,656,0,0.0,0.34906378
6,529,0,0.0,0.36729717
7,338,1,0.0029585798816568047,0.344866
8,382,0,0.0,0.34181046
9,364,0,0.0,0.36622143
10,506,0,0.0,0.36921433
11,54,0,0.0,0.31347486
12,945,0,0.0,0.370428
13,250,0,0.0,0.34098014
14,383,0,0.0,0.3463128
15,354,0,0.0,0.36814234
16,237,0,0.0,0.37604547
