typ,positives,captured,capture_rate,mean_score
0,260,2,0.007692307692307693,0.43074763
1,229,6,0.026200873362445413,0.4144819
2,421,5,0.011876484560570071,0.42930916
3,444,7,0.015765765765765764,0.42134693
4,207,4,0.01932367149758454,0.4486109
5,137,2,0.014598540145985401,0.41937882
6,216,7,0.032407407407407406,0.47504684
7,397,10,0.02518891687657431,0.4506419
8,2211,136,0.06151062867480778,0.4702842
