typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3654491
1,1334,16,0.01199400299850075,0.371875
2,345,47,0.13623188405797101,0.383774
3,1870,1,0.0005347593582887701,0.36580098
4,394,31,0.07868020304568528,0.38830036
5,656,0,0.0,0.3493534
6,529,0,0.0,0.36592245
7,338,0,0.0,0.34854758
8,382,0,0.0,0.33600736
9,364,0,0.0,0.36771414
10,506,0,0.0,0.36752656
11,54,0,0.0,0.26589695
12,945,5,0.005291005291005291,0.3714915
13,250,0,0.0,0.3221291
14,383,2,0.005221932114882507,0.352803
15,354,0,0.0,0.3703111
16,237,0,0.0,0.37921882
