typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36583
1,1334,2,0.0014992503748125937,0.36392984
2,345,5,0.014492753623188406,0.38431135
3,1870,1,0.0005347593582887701,0.36038175
4,394,0,0.0,0.3783815
5,656,0,0.0,0.3494217
6,529,0,0.0,0.37276056
7,338,0,0.0,0.34552833
8,382,0,0.0,0.33248284
9,364,0,0.0,0.37056628
10,506,0,0.0,0.36839196
11,54,0,0.0,0.27273348
12,945,3,0.0031746031746031746,0.3712874
13,250,0,0.0,0.329808
14,383,2,0.005221932114882507,0.35594624
15,354,0,0.0,0.3619907
16,237,0,0.0,0.36841837
