window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0014495623756726407,2.1132765226486034,0.004,5,5,354,500430,0.0007073916431868593
2,0.003576829173219085,3.426122178795066,0.008,5,5,527,507591,0.0010382374785998963
3,0.0009350124106503449,0.9271344624082971,0.0,5,5,505,491282,0.001027922863039965
4,0.0010177706212928291,1.1213849149215105,0.004,5,5,459,499675,0.0009185970881072697
5,0.001172471243487856,1.0716152807705348,0.004,5,5,545,497384,0.0010957328743988548
6,0.0008935695096618835,0.9994475270445848,0.0,5,5,447,505985,0.0008834253979861063
7,0.0021894157403028547,1.7684062360785942,0.004,5,5,663,547205,0.0012116117360038742
8,0.001299873671427469,1.3377524394357132,0.0,5,5,515,526706,0.0009777750775574988
9,0.0024620154153667845,2.2344358566215154,0.004,5,5,549,495320,0.0011083743842364533
10,0.002535434941070019,2.865726842228856,0.016,5,5,433,505142,0.0008571847124174985
11,0.020177283517178884,18.45922426822551,0.052000000000000005,5,5,596,515249,0.001156722283789003
12,0.0023668822357099293,2.275090022903616,0.0,5,5,541,498124,0.0010860749532244983
13,0.008454976532984885,10.411283486602382,0.028000000000000004,5,5,384,505970,0.0007589382769729431
14,0.0041904104737123474,3.068021903140181,0.016,5,5,639,500366,0.0012770651882821774
15,0.01407059704021527,13.220018911490229,0.048,5,5,496,514226,0.0009645564401644413
16,0.007629493955892072,5.579317905606741,0.028000000000000004,5,5,620,500613,0.0012384816215320017
17,0.003242354638824161,3.4353206410596058,0.012,5,5,450,491817,0.0009149744722122253
18,0.006699413363201579,3.893042771156234,0.016,5,5,604,413396,0.0014610688056972008
