window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0014083558704680913,2.0058726701807705,0.004,5,5,354,500430,0.0007073916431868593
2,0.0033655090476732417,3.2247701948797145,0.004,5,5,527,507591,0.0010382374785998963
3,0.0009554607366530699,0.9464814203824263,0.0,5,5,505,491282,0.001027922863039965
4,0.0010364829153545092,1.1419731120986643,0.004,5,5,459,499675,0.0009185970881072697
5,0.001241675965506301,1.1335800150905952,0.008,5,5,545,497384,0.0010957328743988548
6,0.0008483926019675241,0.9632788238450789,0.0,5,5,447,505985,0.0008834253979861063
7,0.0016932864159434527,1.3705843091326977,0.004,5,5,663,547205,0.0012116117360038742
8,0.0011007415812572317,1.1273116633235714,0.0,5,5,515,526706,0.0009777750775574988
9,0.0013422998146668207,1.2141951081892386,0.0,5,5,549,495320,0.0011083743842364533
10,0.038128860606120765,42.4368993034078,0.076,5,5,433,505142,0.0008571847124174985
11,0.0012772617220405892,1.1270995028103228,0.0,5,5,596,515249,0.001156722283789003
12,0.002995802587742767,2.497937177766503,0.004,5,5,541,498124,0.0010860749532244983
13,0.001281828525795611,1.6520321485433793,0.0,5,5,384,505970,0.0007589382769729431
14,0.01838570019271674,12.259708828861436,0.05600000000000001,5,5,639,500366,0.0012770651882821774
15,0.0014836463534976248,1.4790775854024896,0.0,5,5,496,514226,0.0009645564401644413
16,0.01451349245778608,10.255229649497535,0.04,5,5,620,500613,0.0012384816215320017
17,0.0012861762336851324,1.4152316231332585,0.0,5,5,450,491817,0.0009149744722122253
18,0.008730935564799428,4.709462779475184,0.024,5,5,604,413396,0.0014610688056972008
