typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.365504
1,1334,2,0.0014992503748125937,0.3668141
2,345,39,0.11304347826086956,0.3958768
3,1870,1,0.0005347593582887701,0.3592076
4,394,15,0.03807106598984772,0.3856736
5,656,0,0.0,0.34846595
6,529,0,0.0,0.37325257
7,338,0,0.0,0.34546503
8,382,0,0.0,0.3350471
9,364,0,0.0,0.3715771
10,506,0,0.0,0.36818266
11,54,0,0.0,0.27788946
12,945,2,0.0021164021164021165,0.37300923
13,250,0,0.0,0.33007124
14,383,2,0.005221932114882507,0.3564037
15,354,0,0.0,0.36354387
16,237,0,0.0,0.36913773
