typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36579403
1,1334,2,0.0014992503748125937,0.36446777
2,345,3,0.008695652173913044,0.38468003
3,1870,1,0.0005347593582887701,0.36038923
4,394,0,0.0,0.37871173
5,656,0,0.0,0.34954268
6,529,0,0.0,0.37284267
7,338,0,0.0,0.3456292
8,382,0,0.0,0.332558
9,364,0,0.0,0.3706062
10,506,0,0.0,0.36851603
11,54,0,0.0,0.27258992
12,945,3,0.0031746031746031746,0.37137637
13,250,0,0.0,0.3297949
14,383,2,0.005221932114882507,0.3560828
15,354,0,0.0,0.3619995
16,237,0,0.0,0.36842436
