window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.002358152394028443,4.397131735354909,0.012,5,5,300,500376,0.0005995491390474363
2,0.003547929643113623,8.35617452833418,0.004,5,5,379,507443,0.0007468819158013806
3,0.0015958224582198887,2.0109480148970396,0.0,5,5,401,491178,0.0008164046435304513
4,0.0033631271845327203,5.131117335995446,0.008,5,5,395,499611,0.0007906150985466694
5,0.0019523057605731302,2.2837995079255258,0.0,5,5,419,497258,0.000842620933197656
6,0.0020660982792294414,2.2501815844078554,0.004,5,5,446,505984,0.0008814507968631419
7,0.005396061414469757,5.340265005699767,0.008,5,5,613,547155,0.001120340671290585
8,0.006281266380926125,6.762315718645276,0.02,5,5,503,526694,0.0009550137271356803
9,0.007573521268657105,6.746689475185287,0.004,5,5,615,495386,0.001241456157420678
10,0.00805186624006928,8.035794751101308,0.004,5,5,507,505216,0.0010035311629085382
11,0.012237974056802086,9.368501554470939,0.032,5,5,677,515330,0.0013137213047949858
12,0.01414701894929959,11.587741327707537,0.048,5,5,600,498183,0.001204376704945773
13,0.029031333026416813,28.94855353325687,0.068,5,5,454,506040,0.0008971622796616868
14,0.050436379195030356,32.16899210855759,0.132,5,5,713,500440,0.0014247462233234753
15,0.03373042566201554,29.86304432373916,0.064,5,5,571,514301,0.00111024477883574
16,0.09689850516773357,68.14012581655649,0.176,5,5,688,500681,0.0013741284370687125
17,0.04207730679553464,35.60682756679942,0.08399999999999999,5,5,513,491880,0.0010429373017809222
18,0.04675601356262046,29.378065073299894,0.13599999999999998,5,5,675,413467,0.0016325365748657088
