typ,positives,captured,capture_rate,mean_score
0,932,7,0.0075107296137339056,0.44876766
1,1334,96,0.07196401799100449,0.4559944
2,345,26,0.07536231884057971,0.4743127
3,1870,9,0.004812834224598931,0.47041506
4,394,25,0.06345177664974619,0.4775202
5,656,6,0.009146341463414634,0.47129864
6,529,0,0.0,0.45919994
7,338,2,0.005917159763313609,0.46884272
8,382,1,0.002617801047120419,0.45252603
9,364,1,0.0027472527472527475,0.47708592
10,506,1,0.001976284584980237,0.46616936
11,54,2,0.037037037037037035,0.44500792
12,945,10,0.010582010582010581,0.45514196
13,250,14,0.056,0.45696545
14,383,2,0.005221932114882507,0.46897474
15,354,0,0.0,0.4768185
16,237,2,0.008438818565400843,0.47996673
