typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.350245
1,1334,55,0.04122938530734633,0.3259392
2,345,4,0.011594202898550725,0.38543123
3,1870,2,0.0010695187165775401,0.3685818
4,394,3,0.007614213197969543,0.3909903
5,656,5,0.007621951219512195,0.37044203
6,529,0,0.0,0.37181944
7,338,2,0.005917159763313609,0.35993534
8,382,2,0.005235602094240838,0.34859446
9,364,1,0.0027472527472527475,0.3851013
10,506,2,0.003952569169960474,0.37622356
11,54,4,0.07407407407407407,0.36548087
12,945,6,0.006349206349206349,0.36110264
13,250,24,0.096,0.37410432
14,383,4,0.010443864229765013,0.3688934
15,354,0,0.0,0.3904503
16,237,1,0.004219409282700422,0.38889962
