client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
2,2,5,1.0,1,24,0,0.0
2,2,5,1.0,3,48,1,0.020833333333333332
2,2,5,1.0,-1,88,1,0.011363636363636364
1,2,7,2.0,1,21,0,0.0
1,2,7,2.0,3,76,0,0.0
1,2,7,2.0,-1,76,0,0.0
