typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34969497
1,1334,0,0.0,0.34517285
2,345,79,0.2289855072463768,0.38899347
3,1870,0,0.0,0.35754362
4,394,39,0.09898477157360407,0.38242897
5,656,1,0.001524390243902439,0.35160992
6,529,0,0.0,0.37420642
7,338,0,0.0,0.34563428
8,382,0,0.0,0.34699205
9,364,0,0.0,0.36966595
10,506,0,0.0,0.3666656
11,54,1,0.018518518518518517,0.3180257
12,945,0,0.0,0.3701376
13,250,0,0.0,0.3512133
14,383,1,0.0026109660574412533,0.35304576
15,354,0,0.0,0.36235383
16,237,0,0.0,0.36952794
