window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0007154563724623763,1.042884245855623,0.0,5,5,354,500430,0.0007073916431868593
2,0.0011432932297883534,1.1081604696544451,0.004,5,5,527,507591,0.0010382374785998963
3,0.0010074240050248894,0.9862839677748638,0.0,5,5,505,491282,0.001027922863039965
4,0.0011112835639589531,1.1879416120599258,0.004,5,5,459,499675,0.0009185970881072697
5,0.001488442597088748,1.374828309793537,0.008,5,5,545,497384,0.0010957328743988548
6,0.000864929071636372,0.9768786289134848,0.0,5,5,447,505985,0.0008834253979861063
7,0.0015158307618277436,1.2438230654064306,0.0,5,5,663,547205,0.0012116117360038742
8,0.0017743189208377767,1.7798945887891366,0.004,5,5,515,526706,0.0009777750775574988
9,0.008153781238179949,8.57306054625234,0.012,5,5,549,495320,0.0011083743842364533
10,0.0113651529263335,14.12180152213195,0.016,5,5,433,505142,0.0008571847124174985
11,0.027090606779072858,21.686137807917145,0.076,5,5,596,515249,0.001156722283789003
12,0.03147146385760156,29.481970443241046,0.08,5,5,541,498124,0.0010860749532244983
13,0.011112369789715647,15.268048414509526,0.032,5,5,384,505970,0.0007589382769729431
14,0.038851556165986546,30.536757237833164,0.144,5,5,639,500366,0.0012770651882821774
15,0.03381877742237849,28.375716857893003,0.1,5,5,496,514226,0.0009645564401644413
16,0.05400080850304476,37.146518430944354,0.176,5,5,620,500613,0.0012384816215320017
17,0.017705941955809372,18.05094943282503,0.052000000000000005,5,5,450,491817,0.0009149744722122253
18,0.024906279536984727,16.749137156207258,0.068,5,5,604,413396,0.0014610688056972008
