typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.34934297
1,1334,0,0.0,0.3460129
2,345,62,0.17971014492753623,0.3847571
3,1870,0,0.0,0.35847914
4,394,30,0.07614213197969544,0.37903517
5,656,1,0.001524390243902439,0.35246855
6,529,0,0.0,0.37525895
7,338,0,0.0,0.34607264
8,382,0,0.0,0.34614784
9,364,0,0.0,0.36941066
10,506,0,0.0,0.36675453
11,54,1,0.018518518518518517,0.3154528
12,945,0,0.0,0.3697486
13,250,0,0.0,0.3514377
14,383,1,0.0026109660574412533,0.3544845
15,354,0,0.0,0.3635277
16,237,0,0.0,0.36911675
