typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3496426
1,1334,0,0.0,0.3454864
2,345,65,0.18840579710144928,0.3874513
3,1870,0,0.0,0.35781696
4,394,34,0.08629441624365482,0.38168114
5,656,1,0.001524390243902439,0.35106742
6,529,0,0.0,0.37384272
7,338,0,0.0,0.34468678
8,382,0,0.0,0.3462773
9,364,0,0.0,0.36877638
10,506,0,0.0,0.36648795
11,54,1,0.018518518518518517,0.31696168
12,945,0,0.0,0.36958736
13,250,0,0.0,0.35059753
14,383,1,0.0026109660574412533,0.35233364
15,354,0,0.0,0.36196858
16,237,1,0.004219409282700422,0.36986953
