typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.33426955
1,1334,0,0.0,0.33140057
2,345,5,0.014492753623188406,0.33415508
3,1870,1,0.0005347593582887701,0.3509435
4,394,0,0.0,0.33985463
5,656,1,0.001524390243902439,0.34999177
6,529,0,0.0,0.36734003
7,338,0,0.0,0.3439618
8,382,0,0.0,0.34256133
9,364,0,0.0,0.37152088
10,506,0,0.0,0.36507535
11,54,1,0.018518518518518517,0.3396616
12,945,0,0.0,0.35305494
13,250,0,0.0,0.35405728
14,383,0,0.0,0.35471496
15,354,1,0.002824858757062147,0.35802495
16,237,0,0.0,0.3622685
