window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.001457023235696001,2.337417965746444,0.0,5,5,316,500392,0.0006315049001582759
2,0.0037059282044443987,5.074196558144252,0.004,5,5,436,507500,0.0008591133004926108
3,0.003575583384787441,3.7876234282300785,0.008,5,5,422,491199,0.0008591222702000615
4,0.0010910472313922525,1.3100181623678548,0.008,5,5,419,499635,0.0008386121868964344
5,0.0014220043422447854,1.5713616362504628,0.004,5,5,448,497287,0.0009008882194788925
6,0.0007459038886814498,0.9395548150560049,0.0,5,5,402,505940,0.0007945606198363442
7,0.0011049697355014108,1.0115569013895975,0.0,5,5,603,547145,0.00110208445658829
8,0.006414430514857752,8.122604686065973,0.036,5,5,460,526651,0.0008734437037051102
9,0.0011591993753900353,0.978492295535163,0.0,5,5,600,495371,0.0012112134137848198
10,0.02062115781789426,19.535084745535634,0.048,5,5,467,505176,0.0009244302975596624
11,0.001159804723876804,0.9474463618750384,0.0,5,5,631,515284,0.0012245674230133285
12,0.017861190266784507,11.709403495057709,0.05600000000000001,5,5,615,498198,0.0012344489540303252
13,0.0007607430458065708,0.8409369716317142,0.0,5,5,458,506044,0.0009050596390827676
14,0.0016168756783893957,1.151838309333727,0.0,5,5,708,500435,0.0014147691508387703
15,0.001884668417770791,1.627524669678083,0.008,5,5,558,514288,0.0010849951777992099
16,0.0038826434021287286,3.0248985783503466,0.012,5,5,688,500681,0.0013741284370687125
17,0.0010189743727764106,0.9658306177234414,0.0,5,5,516,491883,0.0010490299522447411
18,0.007895495818784147,4.373238263431803,0.02,5,5,661,413453,0.0015987306900663437
