typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3547934
1,1334,0,0.0,0.29979968
2,345,62,0.17971014492753623,0.38250446
3,1870,3,0.0016042780748663102,0.3526355
4,394,27,0.06852791878172589,0.3825778
5,656,0,0.0,0.35534158
6,529,2,0.003780718336483932,0.37225497
7,338,0,0.0,0.34266818
8,382,1,0.002617801047120419,0.33914548
9,364,1,0.0027472527472527475,0.37165314
10,506,0,0.0,0.37722665
11,54,1,0.018518518518518517,0.31774592
12,945,3,0.0031746031746031746,0.367964
13,250,0,0.0,0.3468629
14,383,1,0.0026109660574412533,0.35333875
15,354,0,0.0,0.36546314
16,237,2,0.008438818565400843,0.37246048
