typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3564459
1,1334,0,0.0,0.30008003
2,345,76,0.22028985507246376,0.38933635
3,1870,2,0.0010695187165775401,0.35119408
4,394,39,0.09898477157360407,0.38592046
5,656,0,0.0,0.35616726
6,529,1,0.001890359168241966,0.37370652
7,338,0,0.0,0.34489343
8,382,1,0.002617801047120419,0.34020495
9,364,1,0.0027472527472527475,0.37197217
10,506,0,0.0,0.3758105
11,54,1,0.018518518518518517,0.32210526
12,945,4,0.004232804232804233,0.36944684
13,250,0,0.0,0.34746784
14,383,1,0.0026109660574412533,0.35483477
15,354,0,0.0,0.36725193
16,237,2,0.008438818565400843,0.3744594
