window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.002559828042656359,4.0566361879068795,0.012,5,5,316,500392,0.0006315049001582759
2,0.0036390840193982104,4.97503584338109,0.004,5,5,436,507500,0.0008591133004926108
3,0.0018332946807702079,1.9429624896428692,0.004,5,5,422,491199,0.0008591222702000615
4,0.0031887608593016287,3.8551328274832057,0.004,5,5,419,499635,0.0008386121868964344
5,0.0010277185779789032,1.14158459671325,0.004,5,5,448,497287,0.0009008882194788925
6,0.0007509286361332405,0.9453389813128957,0.0,5,5,402,505940,0.0007945606198363442
7,0.0011558137505797963,1.0637758904790025,0.0,5,5,603,547145,0.00110208445658829
8,0.0010830090492458108,1.2677103636516125,0.0,5,5,460,526651,0.0008734437037051102
9,0.013880384917202388,12.277795584382407,0.028000000000000004,5,5,600,495371,0.0012112134137848198
10,0.017510706188231712,16.617776343320607,0.036,5,5,467,505176,0.0009244302975596624
11,0.02108422765217219,17.087168302820796,0.06000000000000001,5,5,631,515284,0.0012245674230133285
12,0.011944278407480849,7.891155260913249,0.036,5,5,615,498198,0.0012344489540303252
13,0.0026889980534550023,3.0107867295336384,0.012,5,5,458,506044,0.0009050596390827676
14,0.0019613424438658634,1.4265924525612483,0.008,5,5,708,500435,0.0014147691508387703
15,0.022854811302634972,20.110537384049486,0.088,5,5,558,514288,0.0010849951777992099
16,0.005105861693891094,3.7792199194272103,0.016,5,5,688,500681,0.0013741284370687125
17,0.003028110100887215,2.896653031542135,0.02,5,5,516,491883,0.0010490299522447411
18,0.0028792492500205576,1.7546619627750082,0.008,5,5,661,413453,0.0015987306900663437
