typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35872293
1,1334,0,0.0,0.30520836
2,345,82,0.23768115942028986,0.38582635
3,1870,2,0.0010695187165775401,0.3582815
4,394,49,0.12436548223350254,0.38926262
5,656,0,0.0,0.35713273
6,529,1,0.001890359168241966,0.3712728
7,338,0,0.0,0.3462266
8,382,1,0.002617801047120419,0.34456474
9,364,1,0.0027472527472527475,0.37151453
10,506,0,0.0,0.3773252
11,54,1,0.018518518518518517,0.31788924
12,945,3,0.0031746031746031746,0.37136456
13,250,0,0.0,0.34703684
14,383,1,0.0026109660574412533,0.35648385
15,354,0,0.0,0.37227485
16,237,3,0.012658227848101266,0.37185922
