typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35532123
1,1334,0,0.0,0.29814148
2,345,66,0.19130434782608696,0.3844875
3,1870,1,0.0005347593582887701,0.35952342
4,394,54,0.13705583756345177,0.3805259
5,656,0,0.0,0.35594285
6,529,2,0.003780718336483932,0.3684245
7,338,1,0.0029585798816568047,0.3453112
8,382,1,0.002617801047120419,0.3444124
9,364,1,0.0027472527472527475,0.3686079
10,506,2,0.003952569169960474,0.37358826
11,54,1,0.018518518518518517,0.29887423
12,945,4,0.004232804232804233,0.36877972
13,250,0,0.0,0.3390827
14,383,1,0.0026109660574412533,0.3526132
15,354,0,0.0,0.37133133
16,237,3,0.012658227848101266,0.37166798
