window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.002559805378223306,4.056601956929091,0.012,5,5,316,500392,0.0006315049001582759
2,0.0036369093594011007,4.972305704446798,0.004,5,5,436,507500,0.0008591133004926108
3,0.0015345971398021295,1.648969109985897,0.008,5,5,422,491199,0.0008591222702000615
4,0.001358678765242873,1.6337355919803636,0.004,5,5,419,499635,0.0008386121868964344
5,0.001034885325130699,1.1502228789577447,0.004,5,5,448,497287,0.0009008882194788925
6,0.0007658444255501946,0.9649378492484283,0.0,5,5,402,505940,0.0007945606198363442
7,0.0012188471036256121,1.1305636873254843,0.0,5,5,603,547145,0.00110208445658829
8,0.020359094098376315,26.044776685903923,0.032,5,5,460,526651,0.0008734437037051102
9,0.00887291399437044,7.8494200988693255,0.028000000000000004,5,5,600,495371,0.0012112134137848198
10,0.020111761433237996,19.071963430020595,0.04,5,5,467,505176,0.0009244302975596624
11,0.019419377573336893,15.486850672240957,0.048,5,5,631,515284,0.0012245674230133285
12,0.012789572965714471,8.523562515762745,0.044,5,5,615,498198,0.0012344489540303252
13,0.006180367691922451,6.307429242368467,0.036,5,5,458,506044,0.0009050596390827676
14,0.014302157263032467,9.994464546161012,0.096,5,5,708,500435,0.0014147691508387703
15,0.03681627640056197,33.328706984845304,0.096,5,5,558,514288,0.0010849951777992099
16,0.030266846793844605,21.663737533765744,0.1,5,5,688,500681,0.0013741284370687125
17,0.0029981111847635204,2.9389711925780313,0.004,5,5,516,491883,0.0010490299522447411
18,0.008124379601593467,5.780964823214286,0.016,5,5,661,413453,0.0015987306900663437
