typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35530058
1,1334,0,0.0,0.30018267
2,345,72,0.20869565217391303,0.3895017
3,1870,2,0.0010695187165775401,0.35124877
4,394,41,0.10406091370558376,0.38669768
5,656,0,0.0,0.35589686
6,529,1,0.001890359168241966,0.3735441
7,338,0,0.0,0.3447639
8,382,1,0.002617801047120419,0.3404001
9,364,1,0.0027472527472527475,0.372243
10,506,0,0.0,0.37561274
11,54,1,0.018518518518518517,0.32327557
12,945,4,0.004232804232804233,0.3692244
13,250,0,0.0,0.3470603
14,383,0,0.0,0.35479546
15,354,0,0.0,0.36706796
16,237,2,0.008438818565400843,0.3741054
