window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.04333264895647463,51.06924081822444,0.076,5,5,354,500430,0.0007073916431868593
2,0.008526283712294797,6.398725323042625,0.039999999999999994,5,5,527,507591,0.0010382374785998963
3,0.008752914682433065,6.571386971762851,0.02,5,5,505,491282,0.001027922863039965
4,0.0033716844236648066,3.948251019123961,0.012,5,5,459,499675,0.0009185970881072697
5,0.007249933503147142,5.346302246556512,0.032,5,5,545,497384,0.0010957328743988548
6,0.006111858065905917,6.0084875158483655,0.016,5,5,447,505985,0.0008834253979861063
7,0.016032353127330375,11.547218220774273,0.044,5,5,663,547205,0.0012116117360038742
8,0.01604132222088556,14.206754097508199,0.044,5,5,515,526706,0.0009777750775574988
9,0.06582953737488059,40.00421755741765,0.14,5,5,549,495320,0.0011083743842364533
10,0.021441803615093742,23.21520123886258,0.068,5,5,433,505142,0.0008571847124174985
11,0.01061037874765152,9.710060294274133,0.016,5,5,596,515249,0.001156722283789003
12,0.05585753643350679,39.41934934194005,0.12,5,5,541,498124,0.0010860749532244983
13,0.04055093651915608,47.4894766750096,0.10400000000000001,5,5,384,505970,0.0007589382769729431
14,0.05581901295870555,35.68314947153756,0.12000000000000002,5,5,639,500366,0.0012770651882821774
15,0.027849930089103598,26.53620170458122,0.07200000000000001,5,5,496,514226,0.0009645564401644413
16,0.0545116118753043,44.061039785066086,0.10400000000000001,5,5,620,500613,0.0012384816215320017
17,0.029568767392796003,25.839886210739735,0.07999999999999999,5,5,450,491817,0.0009149744722122253
18,0.06066496866954415,32.57021900961976,0.13599999999999998,5,5,604,413396,0.0014610688056972008
