typ,positives,captured,capture_rate,mean_score
0,932,6,0.006437768240343348,0.41335982
1,1334,285,0.2136431784107946,0.4547745
2,345,1,0.002898550724637681,0.43916705
3,1870,5,0.00267379679144385,0.40088186
4,394,2,0.005076142131979695,0.40780112
5,656,1,0.001524390243902439,0.40594515
6,529,2,0.003780718336483932,0.41337213
7,338,0,0.0,0.38254625
8,382,1,0.002617801047120419,0.352575
9,364,1,0.0027472527472527475,0.3797917
10,506,4,0.007905138339920948,0.41263306
11,54,3,0.05555555555555555,0.38125303
12,945,8,0.008465608465608466,0.4098407
13,250,6,0.024,0.3979601
14,383,7,0.018276762402088774,0.3940251
15,354,0,0.0,0.41288537
16,237,2,0.008438818565400843,0.42785338
