typ,positives,captured,capture_rate,mean_score
0,260,1,0.0038461538461538464,0.34595013
1,229,0,0.0,0.32424107
2,421,0,0.0,0.31124645
3,444,0,0.0,0.31082293
4,207,1,0.004830917874396135,0.34031805
5,137,1,0.0072992700729927005,0.32789847
6,216,0,0.0,0.36641917
7,397,3,0.007556675062972292,0.33152363
8,2211,17,0.007688828584350972,0.36739397
