typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.37728128
1,1334,0,0.0,0.36520076
2,345,3,0.008695652173913044,0.3942458
3,1870,0,0.0,0.36514893
4,394,4,0.01015228426395939,0.39282295
5,656,0,0.0,0.3547846
6,529,0,0.0,0.38086706
7,338,0,0.0,0.34862813
8,382,0,0.0,0.3498189
9,364,1,0.0027472527472527475,0.37450874
10,506,0,0.0,0.3749218
11,54,2,0.037037037037037035,0.3434881
12,945,2,0.0021164021164021165,0.3830498
13,250,1,0.004,0.35617527
14,383,0,0.0,0.35593164
15,354,0,0.0,0.37671378
16,237,0,0.0,0.38137376
