typ,positives,captured,capture_rate,mean_score
0,932,3,0.003218884120171674,0.3884898
1,1334,0,0.0,0.37482306
2,345,3,0.008695652173913044,0.4054822
3,1870,0,0.0,0.378387
4,394,4,0.01015228426395939,0.3994173
5,656,0,0.0,0.36620545
6,529,0,0.0,0.40086794
7,338,1,0.0029585798816568047,0.3565076
8,382,0,0.0,0.36095688
9,364,1,0.0027472527472527475,0.38758972
10,506,0,0.0,0.39966026
11,54,1,0.018518518518518517,0.3511886
12,945,2,0.0021164021164021165,0.39738294
13,250,0,0.0,0.3664333
14,383,0,0.0,0.35971326
15,354,0,0.0,0.4010221
16,237,0,0.0,0.40780157
