typ,positives,captured,capture_rate,mean_score
0,932,5,0.00536480686695279,0.37892145
1,1334,215,0.16116941529235382,0.42397997
2,345,7,0.020289855072463767,0.41182575
3,1870,6,0.0032085561497326204,0.38385767
4,394,10,0.025380710659898477,0.38549262
5,656,1,0.001524390243902439,0.35292137
6,529,2,0.003780718336483932,0.40110144
7,338,0,0.0,0.3700728
8,382,1,0.002617801047120419,0.3427788
9,364,6,0.016483516483516484,0.38718238
10,506,2,0.003952569169960474,0.3871849
11,54,5,0.09259259259259259,0.29831296
12,945,26,0.027513227513227514,0.38809457
13,250,9,0.036,0.35344195
14,383,4,0.010443864229765013,0.37747428
15,354,3,0.00847457627118644,0.38666937
16,237,2,0.008438818565400843,0.39526936
