typ,positives,captured,capture_rate,mean_score
0,932,22,0.023605150214592276,0.3843189
1,1334,230,0.1724137931034483,0.43385252
2,345,6,0.017391304347826087,0.40861264
3,1870,8,0.0042780748663101605,0.39324507
4,394,8,0.02030456852791878,0.39110336
5,656,1,0.001524390243902439,0.3535041
6,529,4,0.007561436672967864,0.39638886
7,338,0,0.0,0.37071615
8,382,1,0.002617801047120419,0.34874865
9,364,4,0.01098901098901099,0.38438198
10,506,1,0.001976284584980237,0.38426745
11,54,5,0.09259259259259259,0.29913986
12,945,27,0.02857142857142857,0.38891527
13,250,7,0.028,0.3500391
14,383,5,0.013054830287206266,0.37825915
15,354,3,0.00847457627118644,0.39228225
16,237,4,0.016877637130801686,0.39719754
