client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
4,2,5,1.0,1,20,0,0.0
4,2,5,1.0,3,50,0,0.0
4,2,5,1.0,-1,91,0,0.0
3,2,7,2.0,1,31,0,0.0
3,2,7,2.0,3,90,1,0.011111111111111112
3,2,7,2.0,-1,90,1,0.011111111111111112
