client,auprc,ap_lift,positives,transactions,prevalence
0,0.0011208829208810408,1.1662295426319067,787,818839,0.0009611168984379103
1,0.0013109526988935253,1.2288693765341414,771,722725,0.001066795807533986
2,0.0011488803478600066,1.1546293512562407,749,752748,0.0009950209100522353
3,0.0011329831629060883,1.0217469591775865,817,736787,0.0011088686418191417
4,0.0016489550367614282,1.4113554686841068,1088,931229,0.0011683484943016164
