typ,positives,captured,capture_rate,mean_score
0,932,5,0.00536480686695279,0.3748893
1,1334,92,0.06896551724137931,0.36644992
2,345,10,0.028985507246376812,0.40501714
3,1870,4,0.0021390374331550803,0.34915373
4,394,4,0.01015228426395939,0.38522002
5,656,1,0.001524390243902439,0.35266638
6,529,3,0.005671077504725898,0.39452648
7,338,0,0.0,0.34407616
8,382,1,0.002617801047120419,0.3446811
9,364,2,0.005494505494505495,0.3884147
10,506,2,0.003952569169960474,0.38727516
11,54,4,0.07407407407407407,0.30985457
12,945,16,0.016931216931216932,0.3837371
13,250,9,0.036,0.35550916
14,383,4,0.010443864229765013,0.37690675
15,354,3,0.00847457627118644,0.37915435
16,237,1,0.004219409282700422,0.39544967
