typ,positives,captured,capture_rate,mean_score
0,932,23,0.02467811158798283,0.4451552
1,1334,122,0.09145427286356822,0.47941962
2,345,19,0.05507246376811594,0.47117206
3,1870,14,0.0074866310160427805,0.4576841
4,394,21,0.0532994923857868,0.44957298
5,656,2,0.003048780487804878,0.4204508
6,529,10,0.01890359168241966,0.44586855
7,338,0,0.0,0.41458943
8,382,1,0.002617801047120419,0.40572342
9,364,4,0.01098901098901099,0.44884643
10,506,3,0.005928853754940711,0.44663066
11,54,0,0.0,0.34174246
12,945,35,0.037037037037037035,0.45001462
13,250,1,0.004,0.39096346
14,383,10,0.02610966057441253,0.43200314
15,354,3,0.00847457627118644,0.44022262
16,237,3,0.012658227848101266,0.45932612
