window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.005637547406967339,12.053703270002957,0.024,5,5,286,500362,0.0005715861716117531
2,0.004101031947210766,8.124777645026224,0.02,5,5,341,507405,0.0006720469841645235
3,0.0018905216098646124,2.787739272503847,0.0,5,5,356,491133,0.00072485457096143
4,0.0038414652518910476,5.449858408388144,0.016,5,5,360,499576,0.0007206110781943088
5,0.004174344343373011,5.3326528599380705,0.008,5,5,366,497205,0.0007361148821914502
6,0.0043804981581898605,5.112105843085302,0.0,5,5,415,505953,0.0008202342905368681
7,0.006475160009602731,7.1261839637627515,0.012,5,5,558,547100,0.0010199232315847193
8,0.016532938628249567,28.605836151520286,0.04,5,5,479,526670,0.0009094879146334517
9,0.03810242658973925,33.34719466372252,0.092,5,5,648,495419,0.0013079837470908464
10,0.024558923342952448,28.883410083738738,0.024,5,5,519,505228,0.0010272589801040323
11,0.03197625814686325,28.352465647502658,0.076,5,5,709,515362,0.0013757320097329644
12,0.03530788474399965,24.346186002874305,0.052000000000000005,5,5,641,498224,0.0012865698962715565
13,0.02525889607404964,29.833090050235874,0.044,5,5,490,506076,0.0009682340201866913
14,0.05982997158326166,46.612725829276044,0.16,5,5,746,500473,0.0014905899019527528
15,0.049300919075911734,69.76971919616017,0.10400000000000001,5,5,607,514337,0.0011801600895910659
16,0.06637588781992668,46.11641345812716,0.136,5,5,735,500728,0.0014678627917751753
17,0.05948268983161544,65.60437306254333,0.11599999999999999,5,5,557,491924,0.0011322887275270165
18,0.07488800511571,45.18054423182004,0.156,5,5,720,413512,0.0017411828435450482
