client,typology,onset,stagger,horizon_windows,positives,captured,capture_rate
0,1,9,1.0,1,10,0,0.0
0,1,9,1.0,3,43,0,0.0
0,1,9,1.0,-1,103,0,0.0
3,1,12,2.0,1,5,0,0.0
3,1,12,2.0,3,34,0,0.0
3,1,12,2.0,-1,76,0,0.0
