typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.3597838
1,1334,28,0.020989505247376312,0.37203157
2,345,4,0.011594202898550725,0.36820427
3,1870,1,0.0005347593582887701,0.36334103
4,394,3,0.007614213197969543,0.37440813
5,656,0,0.0,0.34653974
6,529,1,0.001890359168241966,0.3652966
7,338,0,0.0,0.33785042
8,382,0,0.0,0.3399946
9,364,0,0.0,0.36272654
10,506,0,0.0,0.36717814
11,54,2,0.037037037037037035,0.31613344
12,945,2,0.0021164021164021165,0.36901182
13,250,0,0.0,0.34272096
14,383,0,0.0,0.34727657
15,354,0,0.0,0.3658544
16,237,0,0.0,0.36878067
