window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0009143318839829704,1.2359129408467802,0.004,5,5,354,500430,0.0007073916431868593
2,0.0016441970468591648,1.8086085554832514,0.004,5,5,527,507591,0.0010382374785998963
3,0.0015535174661324813,1.7060153934524105,0.008,5,5,505,491282,0.001027922863039965
4,0.0009685581759441151,1.0657724377655928,0.004,5,5,459,499675,0.0009185970881072697
5,0.001382060383679385,1.2354333610839585,0.0,5,5,545,497384,0.0010957328743988548
6,0.0009195128452177761,1.0458821237362965,0.0,5,5,447,505985,0.0008834253979861063
7,0.0018388968011133875,1.5122822338624116,0.008,5,5,663,547205,0.0012116117360038742
8,0.003488264946529038,3.6167825398941362,0.028000000000000004,5,5,515,526706,0.0009777750775574988
9,0.016214300979530007,13.946746974251994,0.036,5,5,549,495320,0.0011083743842364533
10,0.017964136536578117,16.173566676280963,0.06000000000000001,5,5,433,505142,0.0008571847124174985
11,0.026253735032327134,21.15326695696599,0.076,5,5,596,515249,0.001156722283789003
12,0.005666031481887956,4.639477341108474,0.024,5,5,541,498124,0.0010860749532244983
13,0.028010761260706174,44.14246365362367,0.036,5,5,384,505970,0.0007589382769729431
14,0.035339726186283,30.94047182491041,0.10800000000000001,5,5,639,500366,0.0012770651882821774
15,0.032996698390642884,36.296423649400005,0.08,5,5,496,514226,0.0009645564401644413
16,0.04233432898064848,28.326817917031967,0.12,5,5,620,500613,0.0012384816215320017
17,0.026027022676947426,27.13410322983031,0.10800000000000001,5,5,450,491817,0.0009149744722122253
18,0.015619102333146515,11.119162916627634,0.032,5,5,604,413396,0.0014610688056972008
