window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0009397198684011415,1.2657079624587744,0.004,5,5,354,500430,0.0007073916431868593
2,0.0019008106487254778,2.178465162636644,0.008,5,5,527,507591,0.0010382374785998963
3,0.002537024060730893,2.9674858428745754,0.008,5,5,505,491282,0.001027922863039965
4,0.0012119131240917774,1.3073973467866162,0.004,5,5,459,499675,0.0009185970881072697
5,0.0012639315148502447,1.1325192883755153,0.0,5,5,545,497384,0.0010957328743988548
6,0.0008502834645951925,0.9662271901410066,0.0,5,5,447,505985,0.0008834253979861063
7,0.0016076414272766823,1.3284869683718146,0.004,5,5,663,547205,0.0012116117360038742
8,0.006471840660829243,6.713357026230004,0.032,5,5,515,526706,0.0009777750775574988
9,0.001833080676253558,1.6376823167497268,0.004,5,5,549,495320,0.0011083743842364533
10,0.0013016662466946718,1.495574230112227,0.0,5,5,433,505142,0.0008571847124174985
11,0.0018289739677613368,1.609778384981846,0.0,5,5,596,515249,0.001156722283789003
12,0.0042037289341263105,3.5469884732462953,0.0,5,5,541,498124,0.0010860749532244983
13,0.001304816889142061,1.6814701909217504,0.0,5,5,384,505970,0.0007589382769729431
14,0.009895574209297844,7.412080729171711,0.032,5,5,639,500366,0.0012770651882821774
15,0.002839984437088035,2.891858920672856,0.004,5,5,496,514226,0.0009645564401644413
16,0.007621964417354498,5.519419191254551,0.048,5,5,620,500613,0.0012384816215320017
17,0.00224014750647806,2.459209359706093,0.004,5,5,450,491817,0.0009149744722122253
18,0.0033001402509967317,2.2670295055911915,0.004,5,5,604,413396,0.0014610688056972008
