typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.36434367
1,1334,26,0.019490254872563718,0.3695831
2,345,7,0.020289855072463767,0.37189692
3,1870,1,0.0005347593582887701,0.36483285
4,394,10,0.025380710659898477,0.3792938
5,656,0,0.0,0.3470769
6,529,1,0.001890359168241966,0.36600137
7,338,0,0.0,0.3419217
8,382,0,0.0,0.33970797
9,364,0,0.0,0.36353087
10,506,0,0.0,0.3669083
11,54,2,0.037037037037037035,0.3130537
12,945,2,0.0021164021164021165,0.3705413
13,250,0,0.0,0.34026912
14,383,0,0.0,0.34653682
15,354,0,0.0,0.36835462
16,237,0,0.0,0.36935315
