window,auprc,ap_lift,p_at_budget,positive_clients,total_clients,positives,transactions,prevalence
1,0.0009397198684011415,1.2657079624587744,0.004,5,5,354,500430,0.0007073916431868593
2,0.0018859105542667477,2.158852991000876,0.008,5,5,527,507591,0.0010382374785998963
3,0.002836950167000186,3.3530718131289063,0.008,5,5,505,491282,0.001027922863039965
4,0.0012039744259352745,1.298875295699876,0.004,5,5,459,499675,0.0009185970881072697
5,0.001261942853722254,1.131341588117888,0.0,5,5,545,497384,0.0010957328743988548
6,0.0008508095310008226,0.9668331105065147,0.0,5,5,447,505985,0.0008834253979861063
7,0.0016099492067910017,1.329731883683468,0.004,5,5,663,547205,0.0012116117360038742
8,0.005575298879433281,5.784810519578933,0.036,5,5,515,526706,0.0009777750775574988
9,0.001835922635296994,1.6335819113027825,0.008,5,5,549,495320,0.0011083743842364533
10,0.0013233331016919594,1.5124632704707894,0.0,5,5,433,505142,0.0008571847124174985
11,0.0018424694588748119,1.6278505264549772,0.0,5,5,596,515249,0.001156722283789003
12,0.003510959570518217,3.023619805383461,0.0,5,5,541,498124,0.0010860749532244983
13,0.0013583004630714098,1.7557428609354417,0.0,5,5,384,505970,0.0007589382769729431
14,0.007309983120827415,5.497205054069829,0.028000000000000004,5,5,639,500366,0.0012770651882821774
15,0.00285925379547326,2.9122736119901327,0.004,5,5,496,514226,0.0009645564401644413
16,0.009474288540583775,6.6888337244090605,0.064,5,5,620,500613,0.0012384816215320017
17,0.002423758749549656,2.666793601769462,0.004,5,5,450,491817,0.0009149744722122253
18,0.00692523910045089,4.878526856363965,0.02,5,5,604,413396,0.0014610688056972008
