typ,positives,captured,capture_rate,mean_score
0,932,0,0.0,0.35963657
1,1334,24,0.017991004497751123,0.37176067
2,345,4,0.011594202898550725,0.36859375
3,1870,1,0.0005347593582887701,0.36350283
4,394,4,0.01015228426395939,0.37451404
5,656,0,0.0,0.34671772
6,529,1,0.001890359168241966,0.36538973
7,338,0,0.0,0.33810717
8,382,0,0.0,0.3400725
9,364,0,0.0,0.36298564
10,506,0,0.0,0.36746228
11,54,2,0.037037037037037035,0.3146391
12,945,2,0.0021164021164021165,0.36911047
13,250,0,0.0,0.34242558
14,383,0,0.0,0.34747103
15,354,0,0.0,0.36597112
16,237,0,0.0,0.36903155
